# clean: 5031 rows -- regenerate with `make baseline`
main:10146	confirmative, for confirmation, affirmative, adverbial	->	confirmative, for confirmation, affirmative
main:10150	firmness of will; obstinacy in a bad sense	->	firmness of will
main:10153	treasurer, master of the exchequer	->	treasurer
main:1016	adulatory, suited to flatter, flattering	->	adulatory, suited to flatter
main:10174	striking together, a collision, conflict	->	striking together, a collision
main:10179	trop. impulse, impression, necessity	->	
main:1018	adulor, P. a. XREF	->	adulor
main:10194	to unite by a league (eccl. Lat.)	->	to unite by a league
main:1020	low, cringing flatterer, a sycophant	->	low, cringing flatterer
main:10200	conformable, similar, like, comparable (eccl.)	->	conformable, similar, like
main:10205	vaulting over, vitr. 5, 6	->	vaulting over
main:10206	to over-arch, vault over (Vitr.)	->	to over-arch
main:10209	to warm, foster, cherish assiduously	->	to warm, foster
main:10227	place of refuge, a refuge	->	place of refuge
main:10229	to shine brightly, to glitter	->	to shine brightly
main:10232	to bury, inter; trop	->	to bury, inter, trop
main:10235	in a confused, perplexed manner	->	in a confused
main:10243	to gabble much, to prattle	->	to gabble much
main:10246	to freeze, congeal (late Lat.)	->	to freeze
main:10250	to double, repeat, reduplicate (poet.)	->	to double, repeat
main:10263	grown together with, united with	->	grown together with
main:1027	very young man, a recruit	->	very young man
main:10277	heap, pile, mass of things	->	heap, pile
main:10284	in heaps, in a mass	->	in heaps
main:10288	to roll together, wind up	->	to roll together
main:10289	to glorify together with (eccl. Lat.)	->	to glorify together with
main:10295	congratulation, a wishing of joy	->	congratulation
main:10297	to meet with, gather with	->	to meet with
main:1030	adulor, v. to fawn	->	adulor
main:10301	assembling together; union, society	->	assembling together, union, society
main:10321	bird of the marshes, heron	->	bird of the marshes
main:10334	hemlock (pure Lat. cicuta)	->	hemlock
main:10354	to command together with, edict	->	to command together with
main:10361	conjugal, belonging to marriage, connubial	->	conjugal, belonging to marriage
main:10366	unitedly, together, jointly, in common	->	unitedly, together, jointly
main:10370	conjunctrix, īcis, f. conjunctor, conjungo	->	conjunctrix, īcis
main:10377	to swear together, or conspire	->	to swear together
main:1038	adulterium, laber. ap. Gell. 16	->	adulterium
main:10392	to undertake, endeavor, attempt, try	->	to undertake, endeavor, attempt
main:10400	to complain of, to lament	->	to complain of
main:10409	military recruiting officer, theatre claqueur	->	military recruiting officer
main:10417	to fence round, hedge in	->	to fence round
main:10418	to fence round, hedge in	->	to fence round
main:10421	greeting, esp. of several	->	greeting
main:10426	to heal, cure (very rare)	->	to heal
main:1043	sketch in shadow, silhouette, outline	->	sketch in shadow, silhouette
main:10436	ascending into, embarking: in naves	->	ascending into
main:1045	making into one, a uniting	->	making into one
main:1047	aduncus, hookedness of a point	->	aduncus
main:10480	consentes plural adj. council of gods	->	consentes plural
main:1049	to unite, to make one	->	to unite
main:10491	consequence, a retinue, rear guard	->	consequence, a retinue
main:1052	to, quite or even to	->	to
main:1053	burning, kindling, inflammation, burned state	->	burning, kindling, inflammation
main:10543	sower, planter of grapes (Bacchus)	->	sower
main:10548	cousin, especially of sisters' children	->	cousin
main:10561	one who consoles, a comforter	->	one who consoles
main:10578	to sound together, to agree	->	to sound together
main:10584	community of goods, fellowship, participation	->	community of goods, fellowship
main:10588	he who sees or beholds; an inspector	->	he who sees or beholds
main:10592	abstr. a scattering, strewing, sprinkling	->	
main:10598	place to look from, watching	->	place to look from
main:10611	pressed together, thickened, condensed, dense	->	pressed together, thickened, condensed
main:10614	sacrificial cake of the kind described by Arn. 7	->	sacrificial cake of the kind described
main:10615	to engage mutually, promise together	->	to engage mutually
main:1062	to bring, carry, convey, bear	->	to bring, carry, convey
main:10624	to confirm, establish, make firm	->	to confirm, establish
main:10625	to congeal, to stand still	->	to congeal
main:10635	constantii, emperor 292‑306 a.d	->	constantii, emperor
main:10639	confusion, dismay, consternation, alarm, disquietude	->	confusion, dismay, consternation, alarm
main:10641	to frighten, overwhelm with terror	->	to frighten
main:1065	one who comes to a place; a foreigner	->	one who comes to a place
main:10658	constrictē, adv., v. constringo	->	constrictē, adv
main:10669	defiler, debaucher, stuprator of women	->	defiler, debaucher
main:10678	of like essence, nature, etc	->	of like essence, nature
main:10682	to be accustomed, be wont	->	to be accustomed
main:10686	customary, ordinary, usual (late Lat.)	->	customary, ordinary
main:10694	consul, the office of consul	->	consul
main:10697	one who asks advice, consults	->	one who asks advice
main:10700	consultō, adv., v. consulo	->	consultō, adv
main:1071	one that arrives, a guest	->	one that arrives
main:10716	consumption, use, application, waste, employing	->	consumption, use, application, waste
main:10717	consumer, destroyer of fire, spendthrifts	->	consumer, destroyer of fire
main:10723	standing up (as a sign of assent in public transactions)	->	standing up
main:10737	touch, contact, infection, contamination, influence	->	touch, contact, infection, contamination
main:10742	pollution, contamination, defilement, corruption, disease	->	pollution, contamination, defilement, corruption
main:10747	pike-bearers, soldiers armed with pikes	->	pike-bearers
main:10751	to devise plots, contrive tricks	->	to devise plots
main:10769	to survey, behold, observe, consider	->	to survey, behold, observe
main:10770	to look at, view attentively	->	to look at
main:10788	to the end, to finish	->	to the end
main:10793	contented, content; v. contineo	->	contented, content
main:10794	to pierce or bore through (late Lat.)	->	to pierce or bore through
main:10804	to terrify greatly, to frighten	->	to terrify greatly
main:10809	attesting, proving by witness, testimony	->	attesting, proving by witness
main:10815	in a connected manner, connectedly	->	in a connected manner
main:10816	joining, putting together, preparing, composing	->	joining, putting together, preparing
main:10825	spearmen, παράβολοι, Gloss. Vet. [contus-facio]	->	spearmen, παράβολοι
main:10829	structure of beams; meton	->	structure of beams, meton
main:10857	short harangue, a trifling speech	->	short harangue
main:10862	to twist, turn, whirl, brandish	->	to twist, turn, whirl
main:10865	intertwining, involving; intricacy, complication	->	intertwining, involving, intricacy, complication
main:10871	framework of beams, a flooring	->	framework of beams
main:10888	to go against, to oppose	->	to go against
main:10912	of the same tribus (very rare)	->	of the same tribus
main:10914	to unite, incorporate, bring together	->	to unite, incorporate
main:10919	grinding, contrition, grief, sorrow, remorse	->	grinding, contrition, grief, sorrow
main:10941	full of abuse, reproachful, insolent	->	full of abuse, reproachful
main:1096	against, toward, opposite to, before	->	against, toward, opposite to
main:10971	convalescence, a regaining of health	->	convalescence
main:10986	meeting together, assembled strangers, refugees	->	meeting together, assembled strangers
main:10989	meeting together, agreement, accord, harmony	->	meeting together, agreement, accord
main:10993	convention, assembly, agreement, covenant, compact	->	convention, assembly, agreement, covenant
main:110	one who takes away (eccl. Lat.)	->	one who takes away
main:1100	to watch over, keep guard	->	to watch over
main:11001	to ornament, adorn (late Lat.)	->	to ornament
main:11005	to sweep together, clear away	->	to sweep together
main:11010	turning round, revolving, revolution (class.)	->	turning round, revolving
main:11012	to turn round, to live	->	to turn round
main:11019	to eat with one (eccl. Lat.)	->	to eat with one
main:11025	convex, vaulted, arched, rounded, concave	->	convex, vaulted, arched, rounded
main:1103	legal assistance, counsel, delay, adjournment	->	legal assistance, counsel, delay
main:11034	convivial companionship, intimacy with one	->	convivial companionship
main:11037	living together, intimacy, social intercourse	->	living together, intimacy
main:11038	to overcome, conquer; convict, refute	->	to overcome, conquer, convict
main:11040	to violate, desecrate (eccl. Lat.)	->	to violate
main:11041	to grow green, become verdant	->	to grow green
main:11043	to consider attentively, examine thoroughly	->	to consider attentively
main:11057	to call together, assemble, convoke	->	to call together, assemble
main:11078	to work together, combine, unite	->	to work together, combine
main:11082	to arise, appear, break forth	->	to arise, appear
main:11086	female tavern‑keeper, castanet‑dancer, ale‑house performer	->	female tavern‑keeper, castanet‑dancer
main:1109	flying often to, fluttering about	->	flying often to
main:11090	river, tributary of the Indus	->	river
main:11092	abundant wealth, resources, supplies, prosperity	->	abundant wealth, resources, supplies
main:11104	café, tavern, inn, public house	->	café, tavern, inn
main:11105	coponius, a plebeian family name	->	coponius
main:11106	low buffoon, a filthy jester	->	low buffoon
main:1114	weakened wine (half wine and half water)	->	weakened wine
main:11144	raven‑black color, Vitr. 8, 3	->	raven‑black color
main:11146	coral, esp. red coral	->	coral
main:11149	precious stone, unknown to us	->	precious stone
main:11161	basket, especially for gathering fruits	->	basket
main:11169	little heart, term of endearment	->	little heart
main:11189	afflicted with the coriago (late Lat.; perh. only in Veg.)	->	afflicted with the coriago
main:11191	coriander-water, Apic. 9, 1	->	coriander-water
main:11200	plant, a species of hypericon	->	plant
main:11205	horny, of horn (very rare)	->	horny
main:11212	to caw like a crow (very rare)	->	to caw like a crow
main:11220	corniculum, a town in latium	->	corniculum
main:11244	little crown or garland (mostly poet.)	->	little crown or garland
main:11245	corolla, female merchant of flower-garlands	->	corolla
main:11275	corporeal, of the body, fleshly	->	corporeal, of the body
main:11282	little body, most often atoms	->	little body
main:11303	to laugh together or aloud (ante- and post-class.)	->	to laugh together or aloud
main:11304	shoe-latchet, rein for a horse	->	shoe-latchet
main:11313	kind of fish, now unknown	->	kind of fish
main:11326	corrupting, corruption, seduction, bribery, etc	->	corrupting, corruption, seduction, bribery
main:11327	liable to decay, corruptible, perishable	->	liable to decay, corruptible
main:1133	small dwelling, chapel, shrine, niche	->	small dwelling, chapel, shrine
main:11332	corruptible, perishable, destructible (eccl. Lat.)	->	corruptible, perishable
main:11345	small rind, bark, or shell	->	small rind, bark
main:11358	glittering, a flash, coruscation (post-class.)	->	glittering, a flash
main:11369	corycus, a promontory in Cilicia	->	corycus
main:11373	hazel thicket, copse of hazeltrees	->	hazel thicket
main:11381	two Trojans, companions of Æneas	->	two Trojans
main:11411	rib, a side, a wall	->	rib, a side
main:11418	carthaginian harbor, or island name	->	carthaginian harbor
main:11427	king of the Getæ, Dacians?	->	king of the Getæ
main:11428	plant, wallwort, comfrey, black briony	->	plant, wallwort, comfrey
main:11430	whetstone quarry, Dig. 39, 4	->	whetstone quarry
main:11437	cottian, of the Cottian Alps	->	cottian
main:11438	town of Æolis, Asia Minor	->	town of Æolis
main:11440	small vessel, as a measure	->	small vessel
main:1146	office of an aedile, aedileship	->	office of an aedile
main:11475	thickly, heavily, heavily thickened, thickening	->	thickly, heavily, heavily thickened
main:11480	making thick or fat; thickness	->	making thick or fat
main:11481	to thicken, make fat, fatten	->	to thicken, make fat
main:11507	small gridiron, fine hurdle work	->	small gridiron
main:11525	often, frequently, repeatedly, constantly, often	->	often, frequently, repeatedly, constantly
main:11537	credit, debt, trust, obligation, trustworthiness	->	credit, debt, trust, obligation
main:1154	keeper of a temple, sacristan	->	keeper of a temple
main:11552	A. Cremutius Cordus	->	
main:11556	to make, produce, create, beget	->	to make, produce, create
main:11558	she‑goats, acc. to Paul	->	she‑goats
main:11566	ground, basis, foundation, socle, pedestal	->	ground, basis, foundation, socle
main:11586	chalk, white earth or clay	->	chalk
main:11604	siftings of corn, bran, chaff	->	siftings of corn, bran
main:1161	giant‑monster, another name of Briareus	->	giant‑monster
main:11620	to accuse, make an accusation	->	to accuse
main:11627	made of lilies, lily- unguentum	->	made of lilies
main:11629	hair, especially of a woman	->	hair
main:11636	to move the haunches (in mal. part.)	->	to move the haunches
main:11644	curled, having curled hair, crisped	->	curled, having curled hair
main:11645	curly, crimped, uneven, wrinkled, quivering	->	curly, crimped, uneven, wrinkled
main:1166	Athenian king, father of Theseus	->	Athenian king
main:11666	saffron yellow of semen, vestis	->	saffron yellow of semen
main:11695	croesus, a king of lydia	->	croesus
main:11706	town in bruttium, now crotone	->	town in bruttium
main:11709	crucio, tormenting, torturing, painful, excruciating	->	crucio, tormenting, torturing, painful
main:11717	cruciarius, 1. XREF	->	cruciarius
main:11726	morally rude or unfeeling, hard-hearted	->	morally rude or unfeeling
main:11728	crude, harsh, brutal, savage, cruel	->	crude, harsh, brutal, savage
main:11731	overloading of the stomach, indigestion	->	overloading of the stomach
main:11733	raw, unripe, unprepared, crude, unprocessed	->	raw, unripe, unprepared, crude
main:11756	little rind, shell, or crust	->	little rind, shell
main:11759	access to pastry, baked thing	->	access to pastry
main:11763	concealed subterranean passage, vault, cavern	->	concealed subterranean passage, vault
main:11768	crystalline, made of crystal, crystal	->	crystalline, made of crystal
main:11773	mechanic of Alexandria, hydraulics inventor	->	mechanic of Alexandria
main:1178	fortress in Thessaly, now Stagūs	->	fortress in Thessaly
main:11785	cushion for leaning on, elbow-cushion	->	cushion for leaning on
main:11786	cubit long, of the elbow	->	cubit long
main:11792	elbow, cubit, measure of length	->	elbow, cubit
main:11797	die, cube, measure, cubic number	->	die, cube, measure
main:1180	Aegīra (town in Achaia) Aegīra (another name of Lesbos)	->	Aegīra (town in Achaia) Aegīra
main:11815	cucurbita, II. a cupping	->	cucurbita
main:11825	nose-bleed, a disease of horses	->	nose-bleed
main:11828	cūjas, pron. interrog. who, which	->	cūjas
main:1186	Aeglē, ēs, f., a nymph	->	Aeglē, ēs, f
main:11862	stalk, stem, esp. of grain	->	stalk, stem
main:11864	worthy of blame, culpable, criminal	->	worthy of blame, culpable
main:11868	to blame, reproach, censure, condemn	->	to blame, reproach, censure
main:11875	agriculture, cultivation, preparation of ground	->	agriculture, cultivation
main:11883	drinking-vessel, beaker, goblet, cup, bowl	->	drinking-vessel, beaker, goblet, cup
main:11884	cylinder, of a curving form	->	cylinder
main:11896	cumin, a plant producing paleness	->	cumin
main:11901	however, whenever, howsoever, whensoever, -ever	->	however, whenever, howsoever, whensoever
main:11904	abundantly, in heaps, in abundance	->	abundantly, in heaps
main:11910	cradle, nest of young birds	->	cradle
main:11919	one who hesitates, acts deliberately	->	one who hesitates
main:11927	all together, the whole, entire	->	all together, the whole
main:11933	little wedge, a small gore	->	little wedge
main:11943	plant, a species of origanum	->	plant
main:11952	handle of an oil-mill, crooked	->	handle of an oil-mill
main:11962	desire, longing, lust, greed, eagerness	->	desire, longing, lust, greed
main:11966	to desire, to wish for	->	to desire
main:11967	to desire, wish, long for	->	to desire, wish
main:11973	fondness for dainties, daintiness, lickerishness	->	fondness for dainties, daintiness
main:11977	desire for delicacies, a tidbit	->	desire for delicacies
main:11997	carefully, attentively, diligently, with care	->	carefully, attentively, diligently
main:11998	care, management, oversight, cure, guardianship	->	care, management, oversight, cure
main:1200	illness, sickness, grief, sorrow, care	->	illness, sickness, grief, sorrow
main:12006	corn‑worm, weevil, kindr. with circulus	->	corn‑worm, weevil
main:12007	little weevil, a trifling thing	->	little weevil
main:12016	albanian gens, later in rome	->	albanian gens
main:12025	wasted by sorrow, lean, emaciated	->	wasted by sorrow, lean
main:12030	curiosity, desire of knowledge, inquisitiveness	->	curiosity, desire of knowledge
main:12032	somewhat curious, a little inquisitive	->	somewhat curious
main:12033	careful, diligent, inquisitive, prying, meddlesome	->	careful, diligent, inquisitive, prying
main:12037	Roman gens name	->	Roman family name
main:12047	running about, Fulg. Myth. 3	->	running about
main:1205	sick, diseased, ill, afflicted, ailing	->	sick, diseased, ill, afflicted
main:12053	runner in a race, racer	->	runner in a race
main:1206	egyptian (adj.) egyptian manner (adv.)	->	egyptian
main:12060	Roman gens name	->	Roman family name
main:12064	that may be bent, flexible	->	that may be bent
main:12075	cudo, a stamping of money	->	cudo
main:12090	river in Germania, now Waag	->	river in Germania
main:12098	plant called colocasia, Egyptian bean	->	plant called colocasia
main:12121	moved in a circle, circular	->	moved in a circle
main:1213	song of lament, a dirge	->	song of lament
main:12183	plant, broom-rape, also called orobanche	->	plant, broom-rape
main:1219	Roman gens name	->	Roman family name
main:12190	dog-rose, wild-brier, black currant, caper-bush	->	dog-rose, wild-brier, black currant
main:12191	Cўnoscĕphălae, ārum, f. = dog's-heads	->	Cўnoscĕphălae, ārum
main:12203	cyparissa, a town in Messenia	->	cyparissa
main:12208	plant, app. herb. 3	->	plant
main:12219	Cyprus, II. B	->	Cyprus
main:1225	zealous imitator, emulator (good sense)	->	zealous imitator
main:12258	cyzicum, a town in mysia	->	cyzicum
main:12267	dactylic, of a foot, metre	->	dactylic, of a foot
main:12281	character in the Rudens, Plaut	->	character in the Rudens
main:12283	daemon-colo, a worshipper of devils	->	daemon-colo
main:12285	little spirit, a lesser divinity	->	little spirit
main:12291	physician, historian, Plin. 20, 17	->	physician, historian
main:12312	damned, to damn, P. a	->	damned, to damn
main:12332	Danes, the people of Denmark	->	Danes
main:12343	spurge-laurel or mezereon, daphne mezereum	->	spurge-laurel or mezereon
main:12351	speculator in corn, forestaller (law)	->	speculator in corn
main:12360	to be given away (a comic word)	->	to be given away
main:12363	do, the act of giving	->	do
main:12366	to give away, administer (frequent)	->	to give away
main:12367	giver (in play, the ball‑hander)	->	giver
main:12374	david, m. indecl	->	david
main:12383	to whiten over, to whitewash	->	to whiten over
main:12387	to walk abroad, promenade (rare)	->	to walk abroad
main:12392	to disarm, deprive of power	->	to disarm
main:12397	passionate raving, fury of lust	->	passionate raving
main:12399	to beat or thrust severely (obsc.)	->	to beat or thrust severely
main:12400	conqueror, subduer (rare; mostly poet.)	->	conqueror, subduer
main:12406	debilis, lameness, debility, infirmity, weakness	->	debilis, lameness, debility, infirmity
main:12407	laming, maiming; weakness (rare)	->	laming, maiming, weakness (rare)
main:12416	to deride, laugh to scorn	->	to deride
main:12430	decans, divisions of the zodiac	->	decans
main:12440	to take off the flesh (late Lat.)	->	to take off the flesh
main:12445	to go away, depart, withdraw	->	to go away, depart
main:12448	ten. of ten	->	
main:1248	like an enigma, obscure, enigmatic	->	like an enigma, obscure
main:12514	to deceive, beguile, entrap, cheat	->	to deceive, beguile, entrap
main:12526	to practise speaking, to declaim	->	to practise speaking
main:12528	explanatory, by way of explanation	->	explanatory
main:12539	boiling down, a decoction, mixture	->	boiling down, a decoction
main:12545	beheading, Paul. Sent. 5, 17	->	beheading
main:1255	river inn, tacitus h. 3	->	river inn, tacitus
main:12551	to deprive of color, discolor	->	to deprive of color
main:12553	to deprive of, take away	->	to deprive of
main:12557	what is seemly, becoming; comeliness	->	what is seemly, becoming
main:12574	decretal, belonging to a decree	->	decretal
main:12579	to peel off, split off	->	to peel off
main:1258	aeolia, f. islands near sicily	->	aeolia
main:12581	to tread down, trample upon	->	to tread down
main:1259	aeolian, pertaining to the Æolians	->	aeolian
main:12609	to cut off, curtail, mutilate	->	to cut off, curtail
main:12627	one who dishonors, reviler, blasphemer	->	one who dishonors, reviler
main:12655	one who brings; a guide	->	one who brings
main:12659	derived, descended, symm. ep. 8	->	derived, descended
main:1268	equal, uniform, equable, even, moderate	->	equal, uniform, equable, even
main:12687	defence, defence of a right	->	defence
main:12697	to cease boiling, cool down	->	to cease boiling
main:12709	definition, a boundary, a limiting	->	definition, a boundary
main:12712	one who determines, settles, appoints	->	one who determines, settles
main:12717	burning up, consuming by fire	->	burning up
main:12723	turning or bending aside (late Lat.)	->	turning or bending aside
main:12729	to shed its blossoms (very rare)	->	to shed its blossoms
main:12734	flowing down, falling off, alopecia	->	flowing down, falling off
main:12737	to dig downwards or deep; to bury in the earth	->	to dig downwards or deep
main:12749	to deform, disfigure, spoil, mar	->	to deform, disfigure, spoil
main:1276	equalling, requiting, translation of hostimentum	->	equalling, requiting
main:12788	to smooth off, make smooth	->	to smooth off
main:12789	to peel off; to shell	->	to peel off
main:12791	to swallow down, overwhelm, abolish	->	to swallow down, overwhelm
main:12795	to weigh down, press down	->	to weigh down
main:12797	to level off, to straighten	->	to level off
main:12804	not to have, to lack	->	not to have
main:12805	to skim off, to swallow	->	to skim off
main:12807	from here, henceforth, thereafter, next	->	from here, henceforth, thereafter
main:12835	Virgin Mary, mother of God	->	Virgin Mary
main:12858	to work hard, to overwork	->	to work hard
main:12864	to lick off, to lick	->	to lick off
main:12876	to wash off, wash clean	->	to wash off
main:12885	one who draws out, levies	->	one who draws out
main:12889	one who makes an assignment (sc. to another person)	->	one who makes an assignment
main:12892	soothing, caressing, captivating, flattering, enchanting	->	soothing, caressing, captivating, flattering
main:12895	one who softens down, soothes	->	one who softens down
main:12903	to smooth off, make smooth	->	to smooth off
main:12919	delicious, alluring, charming, luxurious, voluptuous	->	delicious, alluring, charming, luxurious
main:12924	delicious, with a gutter: tectum	->	delicious
main:12935	to choose out, to select	->	to choose out
main:12941	delineation of a sketch, outline	->	delineation of a sketch
main:12958	delirium, madness, insanity, frenzy, mania	->	delirium, madness, insanity, frenzy
main:12979	place of expiation, a temple	->	place of expiation
main:12985	laminated in the loins, weak	->	laminated in the loins
main:12998	to flow down, descend from	->	to flow down
main:13014	to be mad, to rave	->	to be mad
main:13015	to drive mad, to craze	->	to drive mad
main:13016	to go down, descend (post-class.)	->	to go down
main:13019	sinking (late Lat. and rare)	->	sinking
main:13023	to measure out, to measure	->	to measure out
main:1303	level or horizontal position, equilibrium	->	level or horizontal position
main:13030	to migrate from, to emigrate	->	to migrate from
main:13070	to bite off (only in Apuleius)	->	to bite off
main:13081	at last, just, precisely, only	->	at last, just, precisely
main:1309	comparable, that may be compared	->	comparable
main:13094	to tell, relate, recount, narrate	->	to tell, relate, recount
main:13107	at last, finally, then, afterwards	->	at last, finally, then
main:13111	to name, to designate specifically	->	to name
main:13115	to mark, denote, indicate, specify	->	to mark, denote, indicate
main:13117	denso, binding, astringent (late Lat.)	->	denso, binding
main:13137	tooth-breaker, comic word in Plautus	->	tooth-breaker
main:13143	teething, dentition of children, etc	->	teething, dentition of children
main:13147	to lay bare, make naked	->	to lay bare
main:13156	to unload, disburden (very rare)	->	to unload
main:13166	one who marks out the bounds; founder of a discipline	->	one who marks out the bounds
main:1317	equality, fairness, evenness of mind	->	equality, fairness
main:13172	to feed down, feed off	->	to feed down
main:13176	to bargain for, agree upon	->	to bargain for
main:13178	to comb off, comb down	->	to comb off
main:13200	to express grief by beating the breast; to bewail	->	to express grief by beating the breast
main:13208	to weep bitterly, lament, complain	->	to weep bitterly, lament
main:13220	depopulor, a laying waste, marauding	->	depopulor, a laying waste
main:13221	one who lays waste, marauder	->	one who lays waste
main:13225	transportation, a deportation, exile, banishment	->	transportation, a deportation, exile
main:13247	that may be entreated, exorable	->	that may be entreated
main:13284	to thrust away, push aside	->	to thrust away
main:13285	one who drives away, removes	->	one who drives away
main:13303	plant, called also herba apollinaris	->	plant
main:13311	to forsake wholly, to abandon	->	to forsake wholly
main:13312	suddenly, abruptly, on a sudden	->	suddenly, abruptly
main:13313	to crawl down, sneak down	->	to crawl down
main:13315	to laugh at, scoff at	->	to laugh at
main:13319	to tear off, pull down	->	to tear off
main:13320	laughing to scorn, mockery, derision	->	laughing to scorn, mockery
main:13326	derivation, turning off, turning away	->	derivation, turning off
main:13336	city in Liguria, now Tortona	->	city in Liguria
main:13337	to plane off, deceive, cheat	->	to plane off, deceive
main:13340	broken; precipitous, steep	->	broken, precipitous, steep
main:13342	to rave furiously, to rage	->	to rave furiously
main:13359	to set, enchase (late Lat.)	->	to set
main:13366	out of one's mind, insane	->	out of one's mind
main:13368	to leave, forsake, abandon, desert	->	to leave, forsake, abandon
main:13369	to creep down (post-Aug. and very rare)	->	to creep down
main:13377	to dry up, to desiccate	->	to dry up
main:13378	to sit idle, remain inactive	->	to sit idle
main:13379	desirable, to be desired, desirous	->	desirable, to be desired
main:13382	desiring, longing for any thing	->	desiring
main:13385	longing, ardent desire or wish	->	longing
main:13388	subsiding, retiring (an Appuleian word)	->	subsiding
main:13392	full of idleness, lazy, indolent	->	full of idleness, lazy
main:13408	desire, longing, craving, yearning, urge	->	desire, longing, craving, yearning
main:1343	kind of precious stone, turquoise	->	kind of precious stone
main:1345	wicker basket, hamper of reed	->	wicker basket
main:13453	to spit out, to spit	->	to spit out
main:13462	to goad on, to stimulate	->	to goad on
main:13463	support, stay, prop (late Lat.)	->	support, stay
main:1347	divination from the air, aëromancy	->	divination from the air
main:13473	forsaking, deserting; deceiving, a failure	->	forsaking, deserting, deceiving
main:13476	to choke, strangle; only trop	->	to choke, strangle
main:13487	to pull down, tear down	->	to pull down
main:13498	to disuse, to become unaccustomed	->	to disuse
main:13508	to be absent, to fail	->	to be absent
main:1351	aes, a kind of verdigris	->	aes
main:13531	to make worse, to deteriorate	->	to make worse
main:13538	to frighten, deter, discourage, prevent	->	to frighten, deter, discourage
main:1354	rust of copper, verdigris, envy	->	rust of copper, verdigris
main:13543	castration, removal of the testes	->	castration
main:1355	trouble, hardship, distress, tribulation, calamity	->	trouble, hardship, distress, tribulation
main:13551	to thunder down, to thunder	->	to thunder down
main:13556	to turn aside, to distort	->	to turn aside
main:1356	wretched, miserable, full of trouble	->	wretched, miserable
main:13575	to triumph over, to conquer	->	to triumph over
main:13585	to disfigure (postAug. and very rare)	->	to disfigure
main:13588	to burn up, consume (rare)	->	to burn up
main:13592	fifth book of Moses, Deuteronomy	->	fifth book of Moses
main:13604	to thrash or cudgel soundly (very rare)	->	to thrash or cudgel soundly
main:13619	to undress (a word used by Ap.)	->	to undress
main:13621	sloping place of land of a slope of a cliff of a shore of a coast of a shore of a coast of a shore of a coast of a shore of a coast of a shore of a coast of a shore of a coast of a shore of a coast of a shore of a coast of a shore of a coast of a shore of a coast of a shore of a coast of a shore of a coast of a shore	->	sloping place of land of a slope of a cliff of a shore of a coast
main:1363	falcon or hawk, rust-kite, moor-buzzard	->	falcon or hawk, rust-kite
main:13638	to fly down or away (rare)	->	to fly down or away
main:13653	to dedicate, devote, enchant, invoke	->	to dedicate, devote, enchant
main:13654	devoter, devotrix: one who curses	->	devoter
main:13659	Dexippus, a Greek proper name	->	Dexippus
main:13664	dexter: right, right‑handed, skillful, favorable	->	dexter: right, right‑handed, skillful
main:13665	right hand, symbol of greeting	->	right hand
main:13673	movement toward the right side (ceremonial)	->	movement toward the right side
